name,value,year,lastValue,rank
Minnesota,567.9251109,1995,567.9251109,533
South Carolina,565.2802511,2005,565.2802511,532
Oklahoma,564.0372555,2004,564.0372555,508
Arkansas,563.5795707,2013,563.5795707,546
Oklahoma,562.1224522,2002,562.1224522,530
Nevada,561.828035,2008,561.828035,540
Oklahoma,561.8210307,2003,561.8210307,536
Minnesota,561.5433205,1994,561.5433205,543
Nevada,560.7647318,2009,560.7647318,548
Oregon,560.0185889,1994,560.0185889,545
Arkansas,556.9073115,2012,556.9073115,552
Kentucky,556.2444603,1993,556.2444603,550
Nevada,556.042372,2007,556.042372,546
Kentucky,555.3326127,1997,555.3326127,542
Minnesota,554.1087534,1992,554.1087534,512
Utah,554.0495531,2009,554.0495531,555
Minnesota,553.5377937,1991,553.5377937,553
Minnesota,553.4382235,1996,553.4382235,514
Kentucky,553.2234422,1994,553.2234422,554
Kentucky,552.3549703,1995,552.3549703,552
Kentucky,551.4269669,1999,551.4269669,544
Minnesota,550.9104623,1990,550.9104623,559
Arkansas,550.1444585,2011,550.1444585,563
Minnesota,549.2348146,2001,549.2348146,548
Oregon,546.6584373,2000,546.6584373,516
Oklahoma,545.9874754,2000,545.9874754,517
Kentucky,545.93219,1998,545.93219,554
Kentucky,543.3759316,1990,543.3759316,565
Kentucky,542.6921806,1991,542.6921806,565
Nevada,542.6486018,2006,542.6486018,561
Oklahoma,539.9108956,1997,539.9108956,559
Kentucky,539.7717906,1992,539.7717906,529
Oregon,537.3722791,1993,537.3722791,571
Oklahoma,536.6199856,1999,536.6199856,557
Arkansas,536.2211141,2008,536.2211141,569
Nevada,533.599699,2005,533.599699,566
Arkansas,531.4778525,2009,531.4778525,576
Oklahoma,530.6288709,1998,530.6288709,565
Utah,529.6668422,2008,529.6668422,573
Oklahoma,526.9945677,1995,526.9945677,572
South Carolina,524.660117,2003,524.660117,570
Oklahoma,519.2090614,1996,519.2090614,538
Oklahoma,519.104889,1994,519.104889,578
Oklahoma,518.0747874,1993,518.0747874,582
South Carolina,517.2106605,2002,517.2106605,570
South Carolina,516.1367892,2001,516.1367892,570
Utah,508.4638732,2006,508.4638732,578
South Carolina,504.6978297,2000,504.6978297,539
Arkansas,502.8881376,2007,502.8881376,582
Oregon,502.7378724,1992,502.7378724,547
South Carolina,496.4953374,1993,496.4953374,589
Oregon,495.2502417,1990,495.2502417,589
Arkansas,493.3522431,2006,493.3522431,584
South Carolina,492.6205431,1996,492.6205431,550
Oregon,490.4724623,1991,490.4724623,591
Nevada,489.6881668,2003,489.6881668,585
South Carolina,488.3020672,1998,488.3020672,584
Oklahoma,487.1282224,1992,487.1282224,555
South Carolina,484.7464542,1995,484.7464542,591
South Carolina,484.3014793,1997,484.3014793,588
Kansas,483.7952332,2015,483.7952332,587
South Carolina,481.3116237,1994,481.3116237,597
Kansas,478.1759269,2017,478.1759269,606
South Carolina,477.6085284,1991,477.6085284,600
Utah,475.9511897,2005,475.9511897,595
South Carolina,475.312419,1992,475.312419,563
Kansas,475.0107345,2012,475.0107345,608
Arkansas,473.2674278,2005,473.2674278,598
Nevada,471.3085471,2002,471.3085471,594
Oklahoma,470.7001096,1991,470.7001096,606
Kansas,467.7604713,2013,467.7604713,613
Utah,460.9989113,2003,460.9989113,601
South Carolina,460.1214369,1990,460.1214369,610
Oklahoma,458.0613474,1990,458.0613474,611
Iowa,457.7372921,2018,457.7372921,484
Kansas,457.723852,2011,457.723852,616
Arkansas,457.7082761,2004,457.7082761,582
Arkansas,452.1988881,2003,452.1988881,607
Mississippi,451.500046,2015,451.500046,605
Arkansas,449.8753494,2002,449.8753494,605
New Mexico,449.4462773,2014,449.4462773,497
Nevada,446.6922587,2001,446.6922587,606
Mississippi,446.1526647,2014,446.1526647,499
Iowa,445.3729733,2013,445.3729733,626
Nevada,442.3558253,2000,442.3558253,576
Arkansas,434.4400434,2001,434.4400434,610
Utah,434.2878937,2002,434.2878937,612
Kansas,433.8914151,2009,433.8914151,627
Mississippi,430.5948158,2010,430.5948158,559
Iowa,429.4568696,2012,429.4568696,631
Mississippi,426.7212032,2008,426.7212032,625
Arkansas,425.7395127,2000,425.7395127,583
Mississippi,425.630575,2007,425.630575,626
New Mexico,425.2125854,2012,425.2125854,635
Utah,424.0159041,1998,424.0159041,622
Mississippi,423.3746404,2009,423.3746404,635
New Mexico,421.5110731,2013,421.5110731,639
Utah,421.244085,2001,421.244085,622
Mississippi,420.1966198,2006,420.1966198,630
Kansas,419.3568539,2008,419.3568539,634
Iowa,417.5394335,2010,417.5394335,571
New Mexico,415.2139667,2011,415.2139667,642
Arkansas,413.6399462,1997,413.6399462,631
Nevada,413.3699456,1995,413.3699456,636
New Mexico,412.182125,2008,412.182125,639
Utah,411.5809258,1999,411.5809258,629
Arkansas,410.3778858,1998,410.3778858,634
Kansas,410.3764011,2007,410.3764011,641
Arkansas,409.7480857,1999,409.7480857,632
Utah,405.0823866,1997,405.0823866,638
Iowa,402.2721143,2008,402.2721143,645
Utah,402.0390523,2000,402.0390523,603
Arkansas,395.9366815,1995,395.9366815,645
New Mexico,394.9876982,2007,394.9876982,647
Arkansas,394.8954787,1996,394.8954787,611
Kansas,391.5374678,2005,391.5374678,646
Mississippi,390.8058006,2004,390.8058006,622
Nevada,390.6767136,1994,390.6767136,653
Arkansas,389.7158261,1994,389.7158261,654
Utah,386.7092502,1996,386.7092502,616
Utah,384.5941442,1995,384.5941442,653
Kansas,380.684595,2004,380.684595,627
Mississippi,377.1104545,2003,377.1104545,652
Arkansas,376.5451282,1993,376.5451282,662
Mississippi,376.4226128,2002,376.4226128,650
Connecticut,374.192399,2015,374.192399,652
New Mexico,373.3315924,2006,373.3315924,658
Utah,370.7305529,1994,370.7305529,663
Connecticut,370.5193574,1994,370.5193574,664
Connecticut,368.4711452,1993,368.4711452,668
Kansas,368.0906973,2003,368.0906973,660
West Virginia,367.0784299,2011,367.0784299,672
Connecticut,366.4609193,2013,366.4609193,675
Iowa,365.9707316,2006,365.9707316,665
Connecticut,364.8386497,1992,364.8386497,632
Mississippi,363.8078374,2001,363.8078374,660
Connecticut,362.1070911,2012,362.1070911,678
Arkansas,361.9345012,1992,361.9345012,635
Kansas,361.7544713,2001,361.7544713,663
West Virginia,361.6025234,2012,361.6025234,681
Iowa,360.7284062,1994,360.7284062,676
Iowa,359.8919572,2003,359.8919572,671
Mississippi,359.764751,2000,359.764751,634
Iowa,359.4768198,1995,359.4768198,676
Connecticut,359.1901833,1991,359.1901833,681
Iowa,359.1588249,2005,359.1588249,676
West Virginia,359.093033,2017,359.093033,690
West Virginia,358.9338622,2015,358.9338622,674
Nevada,358.8508619,1993,358.8508619,687
Connecticut,358.7536008,1995,358.7536008,682
Arkansas,358.3051335,1991,358.3051335,687
Connecticut,358.0768816,1990,358.0768816,689
Mississippi,356.3686371,1997,356.3686371,681
Mississippi,355.4899439,1999,355.4899439,677
New Mexico,353.2064023,2005,353.2064023,685
New Mexico,352.7312335,2004,352.7312335,661
West Virginia,352.6237603,2013,352.6237603,699
Kansas,352.177185,1997,352.177185,686
Mississippi,352.1173922,1995,352.1173922,691
New Mexico,351.943159,2003,351.943159,689
Kansas,351.7695512,1996,351.7695512,657
Iowa,351.6340824,2004,351.6340824,667
Mississippi,351.6286809,1994,351.6286809,698
Iowa,351.4818859,1991,351.4818859,700
Arkansas,351.3635224,1990,351.3635224,702
Connecticut,351.1140869,2011,351.1140869,706
Kansas,350.6439039,2000,350.6439039,658
Kansas,349.9248005,1999,349.9248005,691
Iowa,347.8953797,1993,347.8953797,707
New Mexico,347.4496924,2002,347.4496924,695
Iowa,347.1533979,1997,347.1533979,699
Mississippi,346.2469128,1993,346.2469128,710
Iowa,345.1090866,1998,345.1090866,700
Nevada,345.0010246,1992,345.0010246,671
West Virginia,344.6097963,2009,344.6097963,714
Iowa,344.5331579,2002,344.5331579,701
Kansas,343.5317702,1993,343.5317702,715
Connecticut,343.0409186,1996,343.0409186,674
Utah,342.6534375,1993,342.6534375,717
Iowa,341.8407506,1990,341.8407506,717
Iowa,341.6028795,1992,341.6028795,678
Iowa,341.4601671,2000,341.4601671,673
Kansas,341.0751672,1991,341.0751672,719
Connecticut,340.4014432,2009,340.4014432,723
Mississippi,340.1339703,1992,340.1339703,682
West Virginia,338.6206737,2007,338.6206737,719
Connecticut,338.1073901,2008,338.1073901,721
Idaho,336.7670854,2015,336.7670854,714
Iowa,335.889606,2001,335.889606,713
Kansas,335.0132026,1992,335.0132026,687
New Mexico,334.8518632,2001,334.8518632,715
West Virginia,331.7155623,2008,331.7155623,726
Mississippi,331.6492881,1991,331.6492881,729
Connecticut,331.3679149,2000,331.3679149,685
Connecticut,330.5075267,1997,330.5075267,723
Kansas,328.5116398,1990,328.5116398,733
Nevada,326.6613937,1991,326.6613937,733
Connecticut,325.3602997,2006,325.3602997,729
Connecticut,323.3301108,1998,323.3301108,726
Connecticut,323.1332646,2007,323.1332646,733
West Virginia,322.4258865,2006,322.4258865,732
Connecticut,321.5806452,2005,321.5806452,732
Connecticut,320.6413561,2001,320.6413561,727
New Mexico,320.2555998,2000,320.2555998,695
Connecticut,319.1846004,2003,319.1846004,734
Idaho,318.9738735,2013,318.9738735,748
Connecticut,318.6162947,2004,318.6162947,712
Utah,317.8763982,1992,317.8763982,705
Connecticut,317.4717029,1999,317.4717029,732
New Mexico,317.3760695,1995,317.3760695,742
Nevada,316.4313157,1990,316.4313157,748
Mississippi,315.3095952,1990,315.3095952,749
New Mexico,315.2812711,1997,315.2812711,741
West Virginia,314.1275533,2002,314.1275533,739
West Virginia,311.3132768,2003,311.3132768,744
New Mexico,310.0148057,1998,310.0148057,743
Utah,309.1632196,1991,309.1632196,753
New Mexico,308.7343514,1994,308.7343514,753
West Virginia,307.1011073,2005,307.1011073,749
New Mexico,305.4047788,1993,305.4047788,758
New Mexico,303.876225,1991,303.876225,757
West Virginia,303.2627299,2004,303.2627299,727
Idaho,302.9324028,2012,302.9324028,764
Idaho,301.5605046,2011,301.5605046,764
New Mexico,301.1821935,1990,301.1821935,762
West Virginia,300.0856872,2001,300.0856872,750
New Mexico,299.8536345,1992,299.8536345,724
Utah,295.2422395,1990,295.2422395,765
West Virginia,291.5873172,2000,291.5873172,720
Idaho,287.999569,2009,287.999569,769
West Virginia,287.1537032,1998,287.1537032,758
West Virginia,285.5632778,1993,285.5632778,770
West Virginia,283.9166645,1999,283.9166645,756
West Virginia,280.9361975,1997,280.9361975,762
West Virginia,280.8610843,1996,280.8610843,731
West Virginia,278.9622947,1991,278.9622947,772
West Virginia,278.7032397,1992,278.7032397,734
West Virginia,278.2591306,1995,278.2591306,770
Idaho,270.0172843,2008,270.0172843,773
Nebraska,264.4268385,2014,264.4268385,656
West Virginia,262.3544599,1990,262.3544599,778
Nebraska,260.613172,2015,260.613172,768
Idaho,257.3857541,2007,257.3857541,776
Idaho,250.341259,2006,250.341259,775
Nebraska,246.2544789,2013,246.2544789,787
Idaho,241.3525968,2005,241.3525968,776
Idaho,239.607495,2004,239.607495,752
Montana,237.892979,2014,237.892979,664
Idaho,234.8716423,2003,234.8716423,778
Maine,233.7971741,2015,233.7971741,776
Nebraska,223.6667729,2009,223.6667729,790
Nebraska,222.3475293,2007,222.3475293,785
Nebraska,222.33603,2002,222.33603,778
Nebraska,221.1481727,2006,221.1481727,785
Maine,220.9226122,2013,220.9226122,797
Montana,220.7062981,2008,220.7062981,790
New Hampshire,218.9213213,2014,218.9213213,673
Maine,218.2763631,2012,218.2763631,799
Nebraska,217.8667702,1999,217.8667702,782
Hawaii,216.7515277,2014,216.7515277,676
Idaho,216.5592364,2001,216.5592364,785
Hawaii,216.2990328,2015,216.2990328,788
Nebraska,215.2802375,1994,215.2802375,798
Nebraska,213.8241616,2001,213.8241616,788
Maine,212.4174271,2011,212.4174271,805
Nebraska,212.2927606,2003,212.2927606,795
Hawaii,211.7841196,2011,211.7841196,807
Nebraska,210.8870685,1993,210.8870685,806
Hawaii,210.2871034,2017,210.2871034,812
Nebraska,208.8465187,2000,208.8465187,761
Nebraska,208.7629806,1995,208.7629806,803
Hawaii,208.7402087,2012,208.7402087,813
Maine,208.0126394,2010,208.0126394,743
Montana,207.6937144,2006,207.6937144,805
Hawaii,207.6728908,2013,207.6728908,817
Idaho,207.0668895,1998,207.0668895,803
Montana,207.0392202,2007,207.0392202,810
Nebraska,206.8756858,2004,206.8756858,783
Nebraska,206.8133128,1990,206.8133128,816
Nebraska,206.2151071,1991,206.2151071,816
Nebraska,204.5334349,1992,204.5334349,778
Hawaii,203.9911222,2009,203.9911222,821
Idaho,201.7405655,1999,201.7405655,806
Maine,200.4125751,2009,200.4125751,823
Idaho,199.741138,1995,199.741138,817
Maine,198.8885336,2008,198.8885336,820
Montana,198.2536186,2003,198.2536186,816
Idaho,197.8774673,2000,197.8774673,779
Idaho,197.2476624,1996,197.2476624,785
Maine,196.8501339,2007,196.8501339,823
New Hampshire,195.6492406,2012,195.6492406,832
Idaho,195.5685032,1993,195.5685032,830
Maine,191.5873878,2005,191.5873878,823
Montana,191.1285542,2002,191.1285542,819
Montana,190.9677426,2004,190.9677426,800
Hawaii,188.7801181,2007,188.7801181,829
Idaho,184.6401493,1992,184.6401493,794
Hawaii,180.5170057,2006,180.5170057,829
Montana,180.4775479,1996,180.4775479,795
Maine,180.3810758,2002,180.3810758,825
Maine,180.3711964,2004,180.3711964,806
Montana,180.2133787,1995,180.2133787,834
Maine,178.1352922,1991,178.1352922,839
Montana,177.5611746,2000,177.5611746,795
Maine,176.9765493,1993,176.9765493,843
New Hampshire,176.9355221,2005,176.9355221,836
Maine,176.7304167,2003,176.7304167,836
Maine,176.0325671,1992,176.0325671,805
Montana,175.1840776,1999,175.1840776,832
Idaho,174.7952943,1990,174.7952943,847
New Hampshire,174.1954709,2007,174.1954709,844
Alaska,174.1522227,2017,174.1522227,855
Montana,174.0551125,1994,174.0551125,848
Hawaii,173.3382256,2005,173.3382256,844
Alaska,172.9409414,2015,172.9409414,841
Maine,171.5424447,2000,171.5424447,807
Montana,171.1688025,1993,171.1688025,855
New Hampshire,170.5478569,2006,170.5478569,849
Maine,169.9836566,1990,169.9836566,856
Idaho,169.5578058,1991,169.5578058,856
Maine,168.7238369,1997,168.7238369,849
Maine,167.7404212,1996,167.7404212,818
Montana,167.1726491,1992,167.1726491,820
Hawaii,167.0811762,1994,167.0811762,859
Hawaii,166.6416461,1995,166.6416461,857
Alaska,165.4731894,2014,165.4731894,742
Montana,164.7132503,1991,164.7132503,863
Hawaii,164.6367674,1997,164.6367674,856
New Hampshire,164.3653729,2003,164.3653729,858
New Hampshire,163.7059008,2002,163.7059008,855
New Hampshire,162.7772117,1998,162.7772117,858
Alaska,162.6967944,2012,162.6967944,873
South Dakota,161.3385682,2016,161.3385682,744
Alaska,161.1615263,2011,161.1615263,874
New Hampshire,160.3456126,2004,160.3456126,840
Alaska,159.7453246,2013,159.7453246,878
Hawaii,157.5908757,2001,157.5908757,861
Montana,156.3308547,1990,156.3308547,875
New Hampshire,156.3120596,1990,156.3120596,876
Alaska,155.7715473,2010,155.7715473,810
Hawaii,155.6029046,1999,155.6029046,864
New Hampshire,155.4522702,2000,155.4522702,833
Hawaii,155.1113356,2003,155.1113356,872
Hawaii,154.4005053,1992,154.4005053,841
Hawaii,154.06764,2002,154.06764,870
Hawaii,153.9363827,1993,153.9363827,884
New Hampshire,153.2449702,1991,153.2449702,883
New Hampshire,153.1605742,1993,153.1605742,886
New Hampshire,152.6992053,1994,152.6992053,884
Hawaii,152.3458152,2000,152.3458152,841
New Hampshire,151.8655183,1999,151.8655183,874
Alaska,150.4002022,2009,150.4002022,891
New Hampshire,149.306928,1992,149.306928,850
South Dakota,148.8251322,2014,148.8251322,770
Hawaii,148.7577606,1990,148.7577606,892
Alaska,148.2768078,2008,148.2768078,890
Hawaii,146.5972368,1991,146.5972368,893
Alaska,143.752291,2007,143.752291,891
South Dakota,142.307836,2013,142.307836,901
South Dakota,139.7532802,2012,139.7532802,901
Rhode Island,137.1100767,1993,137.1100767,899
Alaska,136.3120272,2006,136.3120272,893
South Dakota,135.2276979,2011,135.2276979,903
Rhode Island,133.3925243,1990,133.3925243,901
Rhode Island,132.2943946,1994,132.2943946,900
South Dakota,131.5329739,2009,131.5329739,905
Alaska,131.2373629,2004,131.2373629,872
Alaska,131.1103211,2005,131.1103211,898
Wyoming,130.975047,2014,130.975047,785
Rhode Island,130.927501,2015,130.927501,896
Wyoming,130.7289527,2016,130.7289527,782
Rhode Island,130.7268446,2002,130.7268446,897
Rhode Island,129.572321,1992,129.572321,870
North Dakota,129.3567667,2014,129.3567667,790
Rhode Island,129.0805483,1997,129.0805483,903
Rhode Island,128.6912584,1991,128.6912584,912
Rhode Island,128.3118319,2003,128.3118319,906
Delaware,126.9303643,2016,126.9303643,789
North Dakota,126.8191585,2013,126.8191585,921
Rhode Island,126.4652106,2014,126.4652106,796
Rhode Island,126.3519446,2001,126.3519446,905
Rhode Island,126.0915048,2009,126.0915048,921
Delaware,125.8931007,2015,125.8931007,909
Rhode Island,125.1997247,2010,125.1997247,854
Alaska,125.1609707,2003,125.1609707,914
Alaska,124.8694139,2002,124.8694139,911
South Dakota,124.3468354,2008,124.3468354,921
Rhode Island,123.9675154,2012,123.9675154,929
Delaware,123.6841223,2012,123.6841223,930
Rhode Island,123.6094099,1998,123.6094099,917
Rhode Island,123.4369174,1995,123.4369174,923
Rhode Island,123.4144475,2000,123.4144475,883
Rhode Island,123.3350046,2008,123.3350046,927
Wyoming,123.2708678,2010,123.2708678,864
Rhode Island,122.7130367,2004,122.7130367,900
Delaware,122.4992747,2014,122.4992747,812
Rhode Island,122.2806869,1996,122.2806869,893
Delaware,122.0075537,2011,122.0075537,938
South Dakota,121.9846967,2005,121.9846967,929
Rhode Island,121.8037576,1999,121.8037576,923
South Dakota,120.9999007,2006,120.9999007,932
Rhode Island,120.8916177,2011,120.8916177,942
Delaware,120.8506099,2010,120.8506099,873
Rhode Island,120.6895206,2006,120.6895206,935
Alaska,120.1360225,2001,120.1360225,929
Wyoming,119.483469,2009,119.483469,945
North Dakota,118.6949636,2012,118.6949636,948
Alaska,118.5578446,2000,118.5578446,899
South Dakota,118.0852679,2003,118.0852679,938
Delaware,117.8454847,2008,117.8454847,944
Wyoming,117.7492549,2008,117.7492549,945
South Dakota,117.541821,2007,117.541821,945
Rhode Island,117.452314,2005,117.452314,943
South Dakota,115.228897,1996,115.228897,910
South Dakota,114.842865,1998,114.842865,942
South Dakota,114.5379955,1997,114.5379955,944
Alaska,114.2333074,1996,114.2333074,913
Delaware,113.4268185,2007,113.4268185,951
Alaska,113.2112696,1995,113.2112696,951
Alaska,112.8217105,1997,112.8217105,948
North Dakota,112.0840096,2011,112.0840096,961
South Dakota,111.694362,2002,111.694362,947
Alaska,111.5649355,1999,111.5649355,946
Alaska,110.978454,1994,110.978454,959
Alaska,110.9121227,1998,110.9121227,952
South Dakota,110.8015733,1995,110.8015733,958
Vermont,110.7207159,2015,110.7207159,953
South Dakota,110.700747,2001,110.700747,952
South Dakota,110.2304126,2000,110.2304126,920
Wyoming,109.076098,2006,109.076098,961
South Dakota,108.9901176,1994,108.9901176,966
Delaware,108.6018214,2006,108.6018214,963
North Dakota,108.2448284,2010,108.2448284,903
Alaska,108.1267357,1993,108.1267357,972
South Dakota,107.1531776,1993,107.1531776,973
Vermont,105.6457379,2013,105.6457379,978
Vermont,104.6942772,2012,104.6942772,978
Vermont,104.1693334,2011,104.1693334,978
Delaware,103.0490357,2004,103.0490357,944
Alaska,102.9639192,1992,102.9639192,937
South Dakota,102.424597,1992,102.424597,938
Delaware,101.6695642,2003,101.6695642,971
South Dakota,101.4314291,1991,101.4314291,979
South Dakota,99.85497922,1990,99.85497922,981
Wyoming,99.51937306,2002,99.51937306,970
Delaware,99.47562573,2001,99.47562573,970
Delaware,99.42119196,2002,99.42119196,972
Vermont,99.36310691,2010,99.36310691,918
Alaska,98.96070671,1991,98.96070671,985
Wyoming,98.94396587,2003,98.94396587,979
Wyoming,98.47198545,2004,98.47198545,956
Delaware,98.43751563,1994,98.43751563,987
Delaware,97.47425126,1996,97.47425126,949
Wyoming,97.15654391,2001,97.15654391,978
Alaska,96.45681887,1990,96.45681887,992
Delaware,95.892785,2000,95.892785,947
Vermont,95.5660293,2009,95.5660293,996
Vermont,94.86030845,2008,94.86030845,992
Delaware,94.79719592,1995,94.79719592,991
North Dakota,94.22857077,2007,94.22857077,993
Delaware,93.68976365,1999,93.68976365,984
Delaware,93.50332399,1998,93.50332399,989
Wyoming,92.36023396,2000,92.36023396,954
Wyoming,92.16300171,1994,92.16300171,999
Vermont,92.15395256,2007,92.15395256,998
Wyoming,91.96638278,1995,91.96638278,998
Vermont,91.18187087,2006,91.18187087,998
Wyoming,91.02132853,1998,91.02132853,995
North Dakota,90.8241542,2006,90.8241542,1000
Wyoming,90.79712475,1997,90.79712475,998
Wyoming,90.47656233,1993,90.47656233,1009
Wyoming,90.3817255,1996,90.3817255,968
Delaware,89.6859985,1992,89.6859985,970
Vermont,89.48252696,1992,89.48252696,971
Vermont,88.73547098,1990,88.73547098,1012
Vermont,88.54183911,1991,88.54183911,1012
North Dakota,88.42007542,2005,88.42007542,1007
Vermont,88.31772097,1993,88.31772097,1016
Vermont,88.13859828,2005,88.13859828,1009
Vermont,87.98922114,2004,87.98922114,985
Wyoming,87.47596418,1992,87.47596418,978
Vermont,87.07506887,2003,87.07506887,1011
Delaware,86.92290568,1990,86.92290568,1020
Vermont,86.66586675,1998,86.66586675,1011
Vermont,86.64743225,2000,86.64743225,976
Vermont,86.49208235,2002,86.49208235,1011
Delaware,86.25284193,1991,86.25284193,1023
Vermont,85.71258372,1999,85.71258372,1011
Vermont,85.58747632,2001,85.58747632,1013
Vermont,85.20339602,1996,85.20339602,986
Vermont,84.77892677,1995,84.77892677,1023
Wyoming,84.70628314,1991,84.70628314,1028
North Dakota,84.65465523,2003,84.65465523,1022
North Dakota,83.97962326,2004,83.97962326,999
Vermont,83.60604731,1997,83.60604731,1023
North Dakota,83.58451736,1995,83.58451736,1028
North Dakota,83.20241148,1994,83.20241148,1032
Wyoming,83.10312536,1990,83.10312536,1035
North Dakota,82.65080777,1997,82.65080777,1027
North Dakota,82.54784081,1996,82.54784081,996
North Dakota,82.41525513,2002,82.41525513,1026
North Dakota,82.34305784,1998,82.34305784,1029
District of Columbia,81.18462048,1990,81.18462048,1040
North Dakota,81.1503422,1990,81.1503422,1041
North Dakota,81.06006329,2001,81.06006329,1029
North Dakota,81.02481773,1991,81.02481773,1042
North Dakota,80.03162129,1992,80.03162129,1004
North Dakota,79.98599615,2000,79.98599615,999
North Dakota,79.91833108,1993,79.91833108,1047
District of Columbia,74.64667961,1991,74.64667961,1046
District of Columbia,73.19865633,1992,73.19865633,1008
District of Columbia,70.9252779,1993,70.9252779,1050
District of Columbia,67.47653888,1994,67.47653888,1048
District of Columbia,64.03777872,1995,64.03777872,1046
District of Columbia,60.20195548,1996,60.20195548,1011
District of Columbia,58.11811517,1997,58.11811517,1044
District of Columbia,55.01816441,1998,55.01816441,1044
District of Columbia,54.14302266,2001,54.14302266,1042
District of Columbia,53.88381136,2018,53.88381136,928
District of Columbia,53.30152721,2003,53.30152721,1049
District of Columbia,53.18039634,2002,53.18039634,1046
District of Columbia,52.12547188,2008,52.12547188,1056
District of Columbia,51.04212882,2000,51.04212882,1014
District of Columbia,50.43844007,2005,50.43844007,1054
District of Columbia,50.28419755,2009,50.28419755,1064
District of Columbia,49.66734495,2004,49.66734495,1031
District of Columbia,49.51366426,2006,49.51366426,1058
District of Columbia,48.8760061,2010,48.8760061,998
District of Columbia,47.90942227,2014,47.90942227,945
District of Columbia,46.64389429,2011,46.64389429,1070
District of Columbia,44.97473154,2013,44.97473154,1073
District of Columbia,44.70102463,2012,44.70102463,1073
